ID,Last Updated,Current Ver,Android Ver,Installs,Size
3884,2018-05-24,7.9.3,4.1,100000000,97
3885,2018-08-02,2.1.1,4.1,10000000,74
3886,2017-09-20,Varies with device,Varies with device,50000000,Varies with device
3887,2017-06-16,4.1.1,4.1,500000,14
3888,2018-07-11,4.5.2,4.4,10000,14
3889,2018-07-19,4.8.0.132,4.1,500000000,Varies with device
3890,2018-07-31,Varies with device,Varies with device,100000000,Varies with device
3891,2018-04-19,2.0.7,4.1,10000,5.7
3892,2017-12-30,4.0.4,2.3,500000,19
3893,2018-07-24,Varies with device,Varies with device,50000000,Varies with device
3894,2018-05-13,Varies with device,Varies with device,500000,Varies with device
3895,2017-09-13,4.4,2.3,5000000,50
3896,2018-04-17,Varies with device,Varies with device,100000000,Varies with device
3897,2018-07-12,1.90.0,4.1,1000000000,76
3898,2018-07-12,3.0.11,4.2,100000000,70
3899,2014-09-12,2.1.8,2.1,1000000,29
3900,2017-09-20,0.81 beta,4.0.3 ,500000,16
3901,2018-07-13,9.3.6,4.0.3 ,10000000,Varies with device
3902,2017-11-24,2.0.7,4,50000000,13
3903,2018-01-19,6.7.5222,4.1,50000000,73
3904,2018-07-03,1.7,4.2,50000,17
3905,2018-08-03,Varies with device,Varies with device,1000000000,Varies with device
3906,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
3907,2018-07-22,1.3.8,4.1,100000000,Varies with device
3908,2018-08-04,Varies with device,Varies with device,500000000,Varies with device
3909,2018-07-23,0.111.3,4.4,100000000,85
3910,2018-07-31,Varies with device,Varies with device,1000000000,Varies with device
3911,2018-07-03,3.7.2.51,4.1,100000000,99
3912,2018-08-03,3.43.3,4.1,50000000,Varies with device
3913,2018-07-04,3.7.1a,4.0.3 ,100000000,92
3914,2018-05-15,6.6.3,4.1,100000000,37
3915,2018-07-14,1.16.2,4.0.3 ,10000000,45
3916,2018-06-20,Varies with device,Varies with device,10000000,Varies with device
3917,2018-06-07,1.9.8.0,4.1,100000000,57
3918,2015-06-11,1.4.6,3.2,500000,26
3919,2018-06-25,1.0.19,4.0.3 ,500000,47
3920,2018-08-01,2.8,4.1,10000000,22
3921,2017-06-29,1.2.3-play,4.1,50000000,56
3922,2018-08-03,Varies with device,4.0.3 ,50000000,50
3923,2018-07-31,16.14.0.100,4.4,100000000,42
3924,2018-07-31,1.1.7,4.1,10000000,34
3925,2018-08-02,Varies with device,Varies with device,10000000,Varies with device
3926,2018-07-28,1.19.1,4.1,1000000,70
3927,2018-08-03,6.0.1,5,5000000,17
3928,2016-04-12,1.0.21,1.5,5000000,4.1
3929,2018-08-02,Varies with device,Varies with device,1000000000,Varies with device
3930,2018-06-11,1.58,4.1,5000000,11
3931,2018-04-11,4,4.1,100000000,11
3932,2018-08-01,1.0.17.2,5,500000,94
3933,2018-07-23,4.5.19,4.4,10000000,24
3934,2018-02-07,1.0.1,4,500000,56
3935,2018-07-11,16.0.10325.20043,4.4,500000000,Varies with device
3936,2018-02-27,5.4,4,5000000,66
3937,2018-06-05,1.7.1,4,10000000,63
3938,2018-07-17,2.0.3.1,4.4,500000,91
3939,2017-05-19,1.1.0,4.0.3 ,1000000,17
3940,2015-08-24,2.8.0.17,3,1000000,21
3941,2018-06-15,Varies with device,Varies with device,100000000,Varies with device
3942,2018-08-02,Varies with device,Varies with device,100000000,Varies with device
3943,2018-04-22,3.7,4,5000000,81
3944,2018-08-03,Varies with device,Varies with device,1000000000,Varies with device
3945,2015-05-04,1.1,2.3,1000000,3
3946,2018-08-03,8.0.0,4.1,100000000,59
3947,2018-07-30,7.6.5,4.3,100000000,Varies with device
3948,2018-06-16,4.0.6,4.2,1000000,83
3949,2017-08-19,7.1.1,2.3,1000000,19
3950,2018-08-02,4.0.3.5,4.1,10000000,23
3951,2018-06-21,2.16.5426,4.4,50000,32
3952,2018-07-27,4.1.0,4,100000000,39
3953,2018-03-05,2.10.2,4.0.3 ,50000000,57
3954,2018-07-31,4.0.0,4.0.3 ,100000000,52
3955,2018-04-20,5.5,5,10000,7.5
3956,2017-11-15,2,4,10000,7.4
3957,2018-08-01,4.3.0,4.1,10000000,8.9
3958,2018-05-15,1.19,4.4,100,6.3
3959,2018-06-27,1.18.2,4,10000000,18
3960,2016-12-22,1,4.1,100,14
3961,2018-07-29,1.1.11.11,4.1,50000000,Varies with device
3962,2018-04-04,4.94.19,4.1,10000,20
3963,2018-07-05,Varies with device,Varies with device,500000,Varies with device
3964,2018-07-19,6.0.1,5,1000000,96
3965,2016-10-22,2.2,2,5000,35
3966,2017-01-08,2.1,2.1,10000,8.4
3967,2015-08-16,1.05,2.2,1000,8.6
3968,2018-07-04,15.1.2,4.0.3 ,50000000,55
3969,2017-09-02,1.5.9,2.3,100,29
3970,2016-03-31,2.1.8,2.1,50000,13
3971,2018-07-11,4.5.2,4.4,50000,16
3972,2018-08-02,12.8.5.1121,4,500000000,40
3973,2018-07-05,1.0.17.3905,4.4,50000,6.7
3974,2018-07-25,6.0.0,4.1,100000000,100
3975,2018-08-04,Varies with device,Varies with device,50000000,Varies with device
3976,2018-06-28,1_39_93,4.0.3 ,100000000,94
3977,2018-06-30,4.9,4.1,10000000,4.4
3978,2017-10-17,0.8.17,3.2,1000,64
3979,2018-05-21,3.1,4.0.3 ,1000,4.5
3980,2017-07-12,1.2,4.3,5000,6
3981,2018-07-31,1.5.10,4.1,50000000,Varies with device
3982,2018-05-12,1.1.7.4,4,100000,7.4
3983,2017-11-01,1.0.0,4,50000,3.7
3984,2018-07-04,0.19.13-SPECTRU,4.0.3 ,1000,25
3985,2018-06-10,1.3,4.0.3 ,500,10
3986,2017-06-20,1.0.0,2.3,500,26
3987,2018-07-15,10.322.16,4.1,100000000,98
3988,2018-06-27,2.3.2,4.1,100000000,97
3989,2015-06-28,3,2.3,1000000,1.8
3990,2017-08-17,Varies with device,Varies with device,1000000,Varies with device
3991,2018-03-16,2.1.1,4,50000,11
3992,2018-07-07,2.5.1,4.0.3 ,100000,78
3993,2018-07-31,0.9.10.f96,4.4,10000000,50
3994,2017-08-26,Varies with device,Varies with device,50000,Varies with device
3995,2018-07-05,1.129.0.2,4.1,500000000,74
3996,2018-07-30,27500000,4.1,1000000,8.3
3997,2018-08-01,Varies with device,Varies with device,1000000000,Varies with device
3998,2017-12-05,8.3.4,4.1,10000,7.7
3999,2014-07-31,2.2,2.1,50000,2.5
4000,2017-12-25,4.5.2,4,1000000,5.3
4001,2018-07-10,Varies with device,Varies with device,10000000,Varies with device
4002,2017-05-13,3,4.0.3 ,50000,4
4003,2017-12-08,1.0.1,4.1,1000,4.2
4004,2018-07-27,4.5.0,4.0.3 ,10000,74
4005,2018-06-09,2.5.1,4.1,100000,6.9
4006,2018-08-03,Varies with device,Varies with device,500000000,Varies with device
4007,2018-07-11,4.1.07,4.3,10000,6.6
4008,2018-08-03,1.6.4,4.1,1000000,16
4009,2017-01-27,1.37,4,10000,4.7
4010,2018-05-17,4.3.2,4.1,100000,5.4
4011,2017-12-29,1.7,6,1000,35
4012,2018-07-17,2.2.0,4.4,5000,26
4013,2018-07-23,2.15.1,4.4,50000,32
4014,2017-06-24,4.1,4,5000,2.7
4015,2017-12-16,1.0.3,4.1,10000,3.7
4016,2018-06-15,3.2.8,4.0.3 ,100000,7
4017,2018-01-05,1.1.9,5,5000,6.9
4018,2018-07-02,1.37.2,4.2,100000000,63
4019,2016-04-04,1.0.3,4.0.3 ,10000,2.2
4020,2018-02-02,1.0.8,4.4,100000,30
4021,2018-07-08,7.1.0,4,100000,5.8
4022,2017-11-16,2.2.3.3,4,50000,3.1
4023,2015-09-26,1,4.0.3 ,1000,1.5
4024,2018-06-03,4.1.0,4.1,100000,8.6
4025,2016-01-20,1,3,5000,772k
4026,2017-06-03,1.2,4.1,5000,3.3
4027,2017-10-15,2,4.0.3 ,50000,5
4028,2017-08-30,1.2,3,5000,1.1
4029,2016-08-31,3.9,4,10000,4.4
4030,2017-09-22,1,3,10000,2.1
4031,2017-01-03,1,4,5000,1.6
4032,2018-07-19,Varies with device,Varies with device,100000000,Varies with device
4033,2018-05-11,2.35.8,4.1,100000000,29
4034,2018-07-27,7.1.8,4.1,10000000,39
4035,2018-07-12,1.7.110758,4.1,10000000,29
4036,2014-05-16,3.0.4,2.1,10000000,14
4037,2018-07-12,Varies with device,Varies with device,100000000,Varies with device
4038,2018-07-12,2.6.7.487220,4.1,100000000,41
4039,2018-07-30,1.7.1.3,5,50000000,9.7
4040,2018-07-31,37.1.206017801.DR37_RC14,4.4,500000000,Varies with device
4041,2018-08-01,3.1.0,5,100000000,60
4042,2018-07-05,1.49.1,4,500000000,62
4043,2018-06-05,1.5,4.0.3 ,50000000,47
4044,2016-07-18,1.2.0,4,100000000,89
4045,2018-03-02,1.52,4.0.3 ,100000000,9.9
4046,2018-05-25,1.2,4.1,100000,64
4047,2017-12-22,1.01,4,50000000,48
4048,2014-06-24,1.9,2.2,100000,12
4049,2018-08-01,Varies with device,Varies with device,500000000,61
4050,2018-08-03,4.5.0.10701.GP,4.1,50000000,32
4051,2018-03-30,6.7.5,4,10000000,28
4052,2018-08-02,Varies with device,Varies with device,100000000,Varies with device
4053,2018-07-31,7.7.9,4.2,100000000,Varies with device
4054,2018-08-03,1.0.8,4.1,1000000,36
4055,2018-01-18,3.1,2.0.1 ,100000000,13
4056,2018-07-06,2.2.00,4.1,100000000,69
4057,2018-07-16,5.064,4.4,100000000,74
4058,2018-07-18,3.0.5,2.3,100000,18
4059,2018-03-01,1.5,4.0.3 ,500000,3.6
4060,2015-11-26,1.4.0,2.3,100000000,79
4061,2017-05-03,2.3.3,4.1,50000000,66
4062,2018-08-02,1.9.1,4,100000000,42
4063,2018-06-14,6.2,4,1000000,9.8
4064,2018-06-19,8.6,2.3.3 ,10000000,2.8
4065,2018-06-04,Varies with device,Varies with device,10000000,Varies with device
4066,2018-05-10,1.2.0,4,5000000,40
4067,2018-05-24,3.3.1.41,4.4,100000,20
4068,2018-06-19,4.2.133,4.4,1000000,25
4069,2018-07-30,Varies with device,Varies with device,100000000,Varies with device
4070,2018-07-19,Varies with device,5,10000000,Varies with device
4071,2017-01-10,1.12,4.3,10000000,44
4072,2018-07-30,5.7.2,5,5000000,8.8
4073,2018-08-03,4.1.8.2.2,4,100000000,16
4074,2018-07-18,1.2.115,4,10000000,89
4075,2018-07-10,Varies with device,Varies with device,100000000,Varies with device
4076,2018-08-02,6.8.2,4.4,1000000,58
4077,2018-01-19,3.17.2,4.1,10000000,20
4078,2017-10-23,1,2.3,500000,4.8
4079,2014-10-16,1,4.2,500000,318k
4080,2018-07-27,Varies with device,Varies with device,10000000,Varies with device
4081,2018-07-31,10.23.2-964159b,4.4,100000000,13
4082,2018-07-17,1.35,4.1,100000,4.9
4083,2018-07-18,1.078,Varies with device,500000,12
4084,2018-07-27,Varies with device,Varies with device,100000000,Varies with device
4085,2018-08-03,Varies with device,Varies with device,100000000,Varies with device
4086,2018-08-01,Varies with device,Varies with device,100000,Varies with device
4087,2018-07-28,42.0.0.2059,4.4,5000000,66
4088,2018-08-02,2.2.194,4.4,100000000,50
4089,2018-08-03,Varies with device,Varies with device,100000000,Varies with device
4090,2018-08-03,4.21.1,4.1,10000000,59
4091,2018-04-27,Varies with device,Varies with device,10000000,Varies with device
4092,2017-02-03,2.8,4.1,500000,14
4093,2016-10-06,1,4,1000000,5.9
4094,2017-02-21,1,3,100000,41
4095,2018-07-08,Varies with device,Varies with device,5000000,Varies with device
4096,2018-06-25,5.0.6,4,5000000,37
4097,2018-08-02,Varies with device,Varies with device,1000000000,Varies with device
4098,2016-10-24,Varies with device,Varies with device,500000,Varies with device
4099,2018-07-31,Varies with device,Varies with device,1000000000,Varies with device
4100,2018-08-01,Varies with device,Varies with device,100000000,Varies with device
4101,2018-06-13,3.0.58,4,10000000,22
4102,2018-08-02,Varies with device,Varies with device,100000000,Varies with device
4103,2018-08-03,4.20.5,4.1,100000000,15
4104,2016-05-12,1.09,2.2,1000000,6.1
4105,2018-08-01,Varies with device,Varies with device,1000000000,Varies with device
4106,2018-08-01,Varies with device,Varies with device,500000000,Varies with device
4107,2018-07-25,37.0.0.7.163,2.3,100000000,Varies with device
4108,2018-07-01,2.2.8,4,50000000,3.1
4109,2015-08-05,3.2,2.2,10000,58k
4110,2017-12-26,1,2.3,500000,79
4111,2018-07-21,4.9.18,4.1,1000000,15
4112,2018-07-25,5.3.5.16,4.1,100000000,55
4113,2018-05-23,1.4.2,5,100000,11
4114,2018-07-04,1.0.988,5,5000,13
4115,2018-07-19,3.0.1,4.2,50000,4.9
4116,2018-07-30,Varies with device,Varies with device,500000000,Varies with device
4117,2018-06-27,4.7.4,4,100000,7.6
4118,2017-10-18,1.0.6,5,50000,3
4119,2016-07-24,1.1,4.0.3 ,50000,37
4120,2018-07-30,17.4.0014017,5,500000,9.3
4121,2018-06-05,version 0.994,3.2,1000,23
4122,2018-03-06,1.0.1,4.0.3 ,50000,241k
4123,2018-07-26,Varies with device,Varies with device,500000000,Varies with device
4124,2018-06-07,9.8.000000010492,4,100000000,11
4125,2018-07-30,17.4.0014017,5,500000,9.2
4126,2018-04-17,2.6.3,4,5000,4.8
4127,2018-07-12,Varies with device,Varies with device,50000000,Varies with device
4128,2016-10-07,1,2.3.3 ,10,16
4129,2018-07-12,4.4.4,4.4,100000,40
4130,2018-02-20,4.5.0,4,5000,13
4131,2018-05-15,1.0.2,4,500,4.9
4132,2016-12-15,3.0.0fr,2.3,500000,31
4133,2014-01-28,Varies with device,Varies with device,100000,Varies with device
4134,2017-11-21,Varies with device,Varies with device,500000,Varies with device
4135,2015-09-24,1,4,5,14
4136,2017-04-21,1,4.4,10000,3
4137,2018-07-16,2.5.1.7594.psb,4.0.3 ,50000,9.9
4138,2017-08-23,Varies with device,Varies with device,10,Varies with device
4139,2016-03-15,22,4.0.3 ,500000,3.7
4140,2018-04-29,1,4.0.3 ,10,1.7
4141,2016-07-19,3.1,4.4,500,11
4142,2017-12-22,1.03,4,10000000,63
4143,2018-05-21,1.5.8,4,5000,2.1
4144,2016-10-07,2.1.3,4,10000,1.4
4145,2018-07-26,Varies with device,Varies with device,1000000000,Varies with device
4146,2018-07-24,0.7.0,4.3,50000000,36
4147,2018-05-25,3.7.1a,Varies with device,50000000,32
4148,2018-07-31,Varies with device,Varies with device,500000000,Varies with device
4149,2018-05-29,1.4.0.1,4,50000000,59
4150,2016-07-12,1,2.3.3 ,5000000,37
4151,2018-08-03,Varies with device,Varies with device,1000000000,Varies with device
4152,2017-12-07,1.4.large,4.1 - 7.1.1,100000000,7.9
4153,2017-01-25,1,2.3.3 ,100000,25
4154,2018-07-21,Varies with device,Varies with device,1000000000,Varies with device
4155,2018-02-05,1.1,2.3,1000000,19
4156,2018-03-15,1.1.3,3,100000,39
4157,2013-09-08,1.1,2.2,5000,196k
4158,2017-10-05,1,4.0.3 ,10000,2.3
4159,2015-08-16,1.05,2.2,1000,8.1
4160,2018-07-23,1.64,4,50000000,51
4161,2018-04-29,Varies with device,Varies with device,5000000,Varies with device
4162,2018-05-19,1.91,4.0.3 ,1000,3.4
4163,2015-09-01,1.3.4,2.3,100000,8.8
4164,2018-06-29,1.7,4.1,500000,28
4165,2017-11-01,Varies with device,Varies with device,100000,Varies with device
4166,2016-09-26,2,3.2,100,11
4167,2013-04-10,1,2.3.3 ,100,6.1
4168,2017-11-14,1.4.0,4.1,10000,14
4169,2018-07-02,1.4.1(0629A),5,50000,94
4170,2017-10-21,1.6.1,4.0.3 ,5000,11
4171,2018-07-30,Varies with device,Varies with device,1000000000,Varies with device
4172,2018-05-04,3.0.20,4,50000,14
4173,2018-07-25,14.6,4,5000,1.6
4174,2017-12-13,1.0.2,7,500,15
4175,2017-06-01,7,2.3,50000,2.7
4176,2017-12-24,7.0.1,4.3,5000,5.7
4177,2015-12-07,1.4,4.1,50000,47
4178,2018-06-14,5,4,10,1.6
4179,2016-01-01,2,4,500,857k
4180,2018-08-01,2.4,4.0.3 ,1000,25
4181,2017-07-29,2.23,4,10000,1.3
4182,2018-06-18,3.2,4,100,1.5
4183,2018-04-09,1.0.6,4.1,100000000,33
4184,2017-12-05,3.1 Release b2,2.3,5000000,3.9
4185,2017-10-06,1.4,2.3,100000,87
4186,2018-07-30,9.6.3,4.4,10000000,14
4187,2018-07-25,3.15,4,10000000,10
4188,2018-06-12,3.5.2,4.4,100000,5.9
4189,2017-12-22,2.2,4,100000000,58
4190,2017-09-30,1.2,4,5000,1.9
4191,2016-04-07,1,4.0.3 ,5000,48
4192,2017-11-03,1.8.1,4.4,1000000,57
4193,2017-02-08,3.6,2.2,500,51k
4194,2018-03-27,2,4.0.3 ,1000,4.5
4195,2018-06-15,3.0.2,4.4,500000,8.9
4196,2018-07-29,2.1.6,5,10000,26
4197,2018-07-03,2.14,4.4,5000,15
4198,2018-07-16,1,7,100,1.5
4199,2016-11-07,2.0.0,2.3,1000000,2.2
4200,2018-04-06,5055.524.5,4.1,5000,42
4201,2018-07-05,4.6.2,2.3.3 ,5000000,5.6
4202,2018-06-28,16.7,4.0.3 ,1000,8.5
4203,2018-06-13,3.0.2,4.4,10000,8.9
4204,2015-12-14,1.0.4,4,10000,13
4205,2017-08-22,1.0-build20170819,4.1,10000,13
4206,2018-06-29,Varies with device,Varies with device,10000000,Varies with device
4207,2017-12-01,a.2,4.4,50000,5.4
4208,2018-07-19,1.2,4,1000000,27
4209,2017-12-21,1,4.1,100,3
4210,2018-02-07,3.0.1,4.1,1000,19
4211,2018-07-18,3.5.3,4.0.3 ,10000,8.3
4212,2018-07-03,3.5.2.2,4.1,100000000,57
4213,2015-05-19,10.0.3148,4,50000,1.2
4214,2015-11-20,1.1,2.3,50000,2.8
4215,2016-10-25,2,5,10000,19
4216,2018-02-04,1.4,4,1000000,7.2
4217,2018-05-13,Varies with device,Varies with device,50000,Varies with device
4218,2018-07-05,2.5.6.11,4.1,100000000,52
4219,2016-07-24,Varies with device,Varies with device,1,Varies with device
4220,2016-12-25,4.1,2.3.3 ,10000000,65
4221,2017-09-10,1.2,4,500000,37
4222,2018-01-14,2.7,4,5000000,2.9
4223,2018-06-08,9.8.000000010501,4,500000000,11
4224,2016-01-04,1.1.1,3.1,500000,34
4225,2018-07-19,7.3(800241),4.4,50000000,Varies with device
4226,2017-12-19,2.1,4.1,1000000,6.5
4227,2018-01-01,1.7,4,1000000,3.9
4228,2017-11-14,Varies with device,2.3,100000000,Varies with device
4229,2018-02-25,1.11,4.3,1000000,3.9
4230,2017-11-21,1.10.0,4.1,100000000,57
4231,2017-12-08,1.3,3,500000,2.8
4232,2018-06-24,2.277.0,4.1,10000000,23
4233,2018-07-31,Varies with device,Varies with device,50000000,Varies with device
4234,2017-09-07,5.26,2.3,10000000,55
4235,2018-08-03,Varies with device,Varies with device,1000000000,Varies with device
4236,2018-07-26,3.8.5.Go,4.1,100000000,75
4237,2018-07-26,2.5,4.1,1000000,40
4238,2016-11-16,1.1.5,2.3.3 ,5000000,50
4239,2018-07-24,Varies with device,Varies with device,5000000,Varies with device
4240,2018-07-18,6.1,4.2,10000000,25
4241,2018-07-30,2.2.4,4.4,5000000,25
4242,2018-07-30,Varies with device,Varies with device,10000000,Varies with device
4243,2017-10-09,1.3.0,4.1,5000000,6.6
4244,2018-06-13,3.1.1,4.1,10000000,36
4245,2018-05-24,1.0.27,4.1,10000000,75
4246,2018-05-22,2.44,4.1,1000000,8.8
4247,2017-09-08,1.6.1,2.3.3 ,1000000,43
4248,2018-07-27,Varies with device,4.1,100000000,Varies with device
4249,2017-11-30,1.12.5.1,2.1,10000000,9.9
4250,2018-07-19,1.10.12,4.1,100000000,96
4251,2018-08-01,1.5.1-GP,4.1,100000,953k
4252,2017-10-22,1.2,4.1,10000,9
4253,2018-08-03,1.1.5,2.3,50000000,23
4254,2016-01-20,1.1,4.3,10000,2.6
4255,2018-03-14,4,4,10000000,23
4256,2018-04-30,2.3.1.8,4.1,50000000,35
4257,2018-02-28,5.2.2,4.1,1000,7.2
4258,2018-07-05,3.7.2,4.1,100000000,49
4259,2017-10-20,1.0.1,4.1,10000,4.7
4260,2017-12-12,Varies with device,4.0.3 ,100000,Varies with device
4261,2018-06-19,3.7.0,4.1,1000000,43
4262,2017-10-04,2.1.20,2.3.3 ,50000000,97
4263,2018-08-04,7.1.1,4.2,10000000,Varies with device
4264,2018-01-11,1,4.1,1000,3.1
4265,2018-07-29,1.279.13.98,4.0.3 ,50000,6.7
4266,2017-05-03,1,3.2,10,13
4267,2018-03-12,1.3,4.0.3 ,1000,7.1
4268,2018-05-26,3.8.2,4.1,10000000,9.1
4269,2018-05-31,0.4.4,4.4,1000,98
4270,2018-05-15,2,4.1,500,30
4271,2017-12-24,1.1,4.1,1000,8.9
4272,2014-05-14,1.7,2.2,10000,13
4273,2017-09-26,1,2.3.3 ,1000,2.4
4274,2018-03-26,1.1.4,5,100,44
4275,2018-04-11,1.3,4.0.3 ,1000,7.3
4276,2018-07-19,4.3,6,10000,33
4277,2018-05-19,1.1.1,4,10000,3.4
4278,2014-10-17,4.1,4.0.3 ,10000,3.8
4279,2018-07-26,2.1.4,4,500,3.6
4280,2018-08-03,Varies with device,Varies with device,100000000,Varies with device
4281,2018-07-22,1.7.2992,4.1,50000,40
4282,2018-07-31,5.9.0,4.4,500000,14
4283,2016-07-23,Varies with device,Varies with device,10000,Varies with device
4284,2016-07-23,Varies with device,Varies with device,100000,Varies with device
4285,2018-07-31,9.14.1,4.4,50000000,Varies with device
4286,2018-07-16,9.2.0,4,10000000,34
4287,2018-06-17,1.5.1,4.1,100000,40
4288,2018-06-26,4.6.0,4.2,10000000,Varies with device
4289,2018-07-31,31,7,1000,11
4290,2018-07-13,1.8.19106,4.0.3 ,100000,63
4291,2018-03-17,1.0.8,4.1,100000,14
4292,2018-05-13,4.1.10,4.1,100000,61
4293,2018-07-13,1.8.19106,4.0.3 ,100000,63
4294,2017-05-09,1,4.2,500,8.9
4295,2018-07-24,2.1.2,4.1,5000,10
4296,2018-03-28,6.6,4,1000000,44
4297,2018-07-06,3.0.12,4.1,500000,10
4298,2017-05-08,1.3,4.1,100000,59
4299,2018-03-09,3.0.57,4.1,1000,7.4
4300,2014-01-13,1.02,2.2,1000,23
4301,2018-07-24,4.13.3,4.3,10000000,50
4302,2017-07-21,1.3,4.1,1000,44
4303,2018-08-03,Varies with device,Varies with device,100000000,Varies with device
4304,2016-10-07,1,2.3.3 ,1000,15
4305,2018-08-03,108,4.1,1000,40
4306,2018-07-25,1009001,4,100000,62
4307,2016-05-01,1,2.2,10000,2.1
4308,2018-06-29,3.01,4.1,5000,31
4309,2018-07-10,3.27.1,4.4,100,19
4310,2018-07-06,1.0.1,4.4,5000,26
4311,2017-02-09,1.53,4.0.3 ,1000,3.6
4312,2015-02-03,1,4,10000,13
4313,2017-03-27,5.206,5,5000,4.5
4314,2018-05-03,2.1.0.2173,4.0.3 ,1000000,35
4315,2018-06-20,1900001,4,100000,71
4316,2016-04-21,1,2.3.3 ,10000,15
4317,2017-01-16,1.4.4,4.0.3 ,100,23
4318,2017-01-11,2.0.0,2.3,10000,3.5
4319,2018-07-31,v8[1.0.10],2.3,10000,60
4320,2017-11-17,1.0.4,4.1,10000,40
4321,2018-08-03,Varies with device,Varies with device,10000000,Varies with device
4322,2018-07-31,2.8.2.59,4.1,100000000,78
4323,2018-08-02,2.4.8,4.1,50000000,20
4324,2018-05-26,3.0.6,4.1,50000000,Varies with device
4325,2018-08-01,6.5.1,4.1,5000000,49
4326,2018-07-31,1.2.7,4.1,50000000,40
4327,2013-08-22,3.25.3,2.3.3 ,50000000,48
4328,2018-08-01,1.9.3,4.1,10000000,87
4329,2018-07-12,7.46,2.3,500000,20
4330,2018-04-30,2.2.1.3,4.1,100000000,50
4331,2017-11-02,1.0.9,2.2,1000000,865k
4332,2017-04-04,1.2.1,4.0.3 ,50000,2.9
4333,2018-07-13,1.8.19106,4.0.3 ,50000,67
4334,2015-05-10,1.1.3,4.3,100000,2.4
4335,2018-06-18,1.1.0,4.1,10000000,61
4336,2017-12-07,1.42,4,1000000,6.8
4337,2016-06-06,1.6,2.3,500000,2.6
4338,2018-04-27,23,4.0.3 ,1000000,13
4339,2018-08-01,9.55,4.0.3 ,100000000,29
4340,2018-07-24,1.0.20,4.1,10000000,84
4341,2015-09-07,1.3,4,100000,5.4
4342,2016-04-02,4,4.0.3 ,100000,2.8
4343,2018-06-26,1.24,4.4,50000,2.9
4344,2018-07-31,3.0.2,4.4,10000000,6.9
4345,2018-06-20,1805.0618.1637,4.1,10000000,46
4346,2018-03-13,2.4,4.0.3 ,100000,27
4347,2018-07-31,3.6.0.28,4.4,50000000,Varies with device
4348,2018-07-24,1.5.2.1,Varies with device,10000000,Varies with device
4349,2018-04-26,3.5.1.8,Varies with device,10000000,37
4350,2018-07-24,1.2703.273,4.4,1000000,82
4351,2018-06-26,3.1.1,4.4,10000,44
4352,2018-03-22,1.4.9,4.1,1000000,7.3
4353,2018-04-26,3.5.1.8,4.4,1000000,37
4354,2018-08-03,4.0.55,4.0.3 ,50000000,53
4355,2017-02-12,"1,01",4,100000,44
4356,2018-07-04,Varies with device,Varies with device,50000000,Varies with device
4357,2017-12-14,2.18,4.0.3 ,10000,24
4358,2018-06-28,1.6,4.1,100000,34
4359,2015-12-04,Varies with device,2.2,1000,Varies with device
4360,2018-05-29,3.2.2,5,10000,9.1
4361,2017-07-12,1.6,4.0.3 ,100000,38
4362,2018-07-25,3.1.0.1-r4,4,5000,15
4363,2018-03-11,1.0.0,4.4,10000,26
4364,2018-06-08,1.8.5,2.3,50000,63
4365,2017-01-26,1.4,1.6,5000,251k
4366,2018-08-01,Varies with device,Varies with device,500000000,Varies with device
4367,2017-03-20,3.8.8,2.2,100000,4.2
4368,2018-05-03,1.0.1,4.1,10000,7.3
4369,2018-03-30,2.3.2,4.0.3 ,1000000,49
4370,2018-03-31,8.1,4.1,10000000,9.7
4371,2017-02-15,1.0.4,4,100000,1.4
4372,2016-11-16,1.2.3,3,10000,4.9
4373,2018-07-13,5.3,4.0.3 ,10000,6.2
4374,2018-07-25,3.4,3,10000,6
4375,2018-08-01,6.1.3,Varies with device,100000,Varies with device
4376,2017-07-09,1.2,4.4,10000,1.2
4377,2018-07-03,1.1.6,6,10000,16
4378,2018-01-29,3.1,2.3,10000000,59
4379,2017-06-13,1,4.1,10000,7.7
4380,2018-05-23,2.07,4.1,1000000,30
4381,2018-03-23,1.5.1,4.1,100000,6.4
4382,2018-07-31,7.0.4,4.1,5000000,64
4383,2018-06-02,2.2.2,4.1,1000000,46
4384,2018-07-03,32,4.1,1000000,76
4385,2018-07-08,5.1.3,4.1,500000,54
4386,2018-05-24,1.5.2,4.1,1000000,8.4
4387,2018-08-02,3.0.4,4.4,10000,22
4388,2018-01-31,3.6,2.3,10000000,23
4389,2018-07-31,0.1.22,4.1,10000,8.2
4390,2017-09-21,2.1.2,2.3.3 ,50000,3.8
4391,2018-01-12,1.1.1,4.4,1000000,54
4392,2017-05-17,1.04,4.0.3 ,1000,9.1
4393,2018-03-13,2.2.8,4.1,100000,40
4394,2018-05-25,2.4.2,4.1,100000,28
4395,2018-07-18,2.9.5,4.1,10000,11
4396,2016-07-15,1.1.5,2.3.3 ,5000,34
4397,2018-06-06,1.5.2,4.1,1000000,58
4398,2017-09-22,1.8.1,2.3.3 ,100000,21
4399,2017-09-08,1.5.0,4,5000000,45
4400,2018-02-09,1.8.2,4,5000000,22
4401,2017-03-28,1.00.02,4.1,10000,28
4402,2015-05-25,1.2.5,4.1,1000000,17
4403,2018-02-16,3.42,2.3,1000000,31
4404,2018-08-03,15.6,7,1000,59
4405,2018-07-27,1.0.7,4.0.3 ,500000,91
